,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
64,CALN1,,ENSG00000183166,Calneuron 1,7,71779491-72447151,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,"HPA036278, HPA036708",Approved,,Uncertain,Vesicles<br>Plasma membrane,,Mixed,Group enriched,5,adrenal gland: 14.7;cerebral cortex: 46.4,testis: 6.0,Cell line enhanced,,Karpas-707: 33.8;NTERA-2: 6.0;REH: 6.4;SCLC-21H: 7.8;U-2 OS: 7.6
65,CLRN1,"RP61, USH3, USH3A",ENSG00000163646,Clarin 1,3,150926163-150972999,"Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",Evidence at protein level,HPA054636,Uncertain,,,,,Not detected,Group enriched,5,adrenal gland: 6.7;duodenum: 1.5,testis: 0.7,Cell line enriched,31.0,NTERA-2: 3.5
66,GCNA,"ACRC, NAAR1",ENSG00000147174,Germ cell nuclear acidic peptidase,X,71578411-71613583,Predicted intracellular proteins,Evidence at protein level,HPA023476,Enhanced,,Approved,Vesicles,,Mixed,Group enriched,5,adrenal gland: 5.9;testis: 20.6,spleen: 2.4,Mixed,,
67,LUZP2,,ENSG00000187398,Leucine zipper protein 2,11,24496970-25082631,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,"HPA039007, HPA046161",Enhanced,,Approved,Nucleoplasm<br>Plasma membrane<br>Cytosol,,Group enriched,Group enriched,5,adrenal gland: 8.6;cerebral cortex: 33.0,prostate: 3.8,Group enriched,6.0,HaCaT: 9.2;HAP1: 5.4
68,NGB,,ENSG00000165553,Neuroglobin,14,77265483-77271312,"Predicted intracellular proteins, Transporters",Evidence at protein level,"HPA042615, HPA058596",Enhanced,,,,,Tissue enhanced,Group enriched,5,adrenal gland: 10.1;cerebral cortex: 4.8;fallopian tube: 2.2,pancreas: 1.0,Group enriched,30.0,RPMI-8226: 4.3;SCLC-21H: 14.4
69,NKAIN1,"FAM77C, FLJ12650",ENSG00000084628,Sodium/potassium transporting ATPase interacting 1,1,31179745-31239554,"Predicted membrane proteins, Transporters",Evidence at transcript level,HPA006873,Uncertain,,,,,Group enriched,Group enriched,5,adrenal gland: 13.9;cerebral cortex: 13.1;epididymis: 4.4;skeletal muscle: 7.4,prostate: 1.9,Cell line enhanced,,AF22: 23.5;AN3-CA: 36.7;NTERA-2: 101.7;SCLC-21H: 35.5;SH-SY5Y: 50.9
70,PABPC1L2A,RBM32A,ENSG00000186288,Poly(A) binding protein cytoplasmic 1 like 2A,X,73077276-73079512,Predicted intracellular proteins,Evidence at transcript level,HPA041573,Approved,,,,,Tissue enriched,Group enriched,5,adrenal gland: 2.0;cerebral cortex: 6.7;prostate: 3.6;testis: 2.8,epididymis: 0.7,Cell line enhanced,,HeLa: 2.6;NTERA-2: 1.4
71,PEG10,"HB-1, KIAA1051, Mar2, Mart2, MEF3L, RGAG3",ENSG00000242265,Paternally expressed 10,7,94656325-94669695,Predicted intracellular proteins,Evidence at protein level,"HPA021324, HPA029915, HPA051038",Enhanced,,Supported,Nucleus<br>Cytosol,Endometrial cancer:8.15e-4 (unfavourable),Expressed in all,Group enriched,5,adrenal gland: 224.2;placenta: 663.3,ovary: 80.7,Cell line enhanced,,AF22: 763.0;HAP1: 1045.3;Hep G2: 547.0;SCLC-21H: 574.7
72,PNMAL2,KIAA1183,ENSG00000204851,Paraneoplastic Ma antigen family like 2,19,46486906-46496498,Predicted intracellular proteins,Evidence at protein level,HPA054810,Enhanced,,,,,Mixed,Group enriched,5,adrenal gland: 12.1;cerebral cortex: 32.9,ovary: 4.3,Cell line enhanced,,AF22: 1.2;AN3-CA: 1.4;SH-SY5Y: 1.3
73,PPM1E,"CaMKP-N, KIAA1072, POPX1, PP2CH",ENSG00000175175,"Protein phosphatase, Mg2+/Mn2+ dependent 1E",17,58755869-58985176,"Enzymes, Predicted intracellular proteins",Evidence at protein level,"HPA018462, HPA019263",Approved,,Approved,Nucleus<br>Nucleoli,,Tissue enhanced,Group enriched,5,adrenal gland: 7.3;cerebral cortex: 20.5;testis: 12.1,fallopian tube: 2.4,Cell line enhanced,,AF22: 12.1;HAP1: 20.6;SCLC-21H: 10.7;SH-SY5Y: 19.9
74,PPP1R17,"C7orf16, GSBS",ENSG00000106341,Protein phosphatase 1 regulatory subunit 17,7,31686715-31708455,Predicted intracellular proteins,Evidence at protein level,"HPA047819, HPA073123",Supported,,Supported,Nucleoplasm,,Tissue enhanced,Group enriched,5,adrenal gland: 4.8;cerebral cortex: 2.6;testis: 1.1,lung: 0.5,Group enriched,225.0,NTERA-2: 33.8;SCLC-21H: 120.1
