,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
60,GAL3ST1,CST,ENSG00000128242,Galactose-3-O-sulfotransferase 1,22,30554635-30574587,"Enzymes, Predicted secreted proteins",Evidence at protein level,HPA001220,Approved,,Approved,Vesicles,Renal cancer:1.79e-4 (unfavourable),Tissue enriched,Tissue enhanced,,cerebral cortex: 18.0;duodenum: 23.2;small intestine: 27.0,kidney: 10.1,Cell line enhanced,,A549: 25.1;EFO-21: 13.7
61,GATA5,"bB379O24.1, GATAS",ENSG00000130700,GATA binding protein 5,20,62463497-62475970,"Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA067583,,,Approved,Nucleoplasm<br>Cytosol,,Tissue enhanced,Tissue enhanced,,duodenum: 11.4;small intestine: 11.0;testis: 8.7,stomach: 7.5,Cell line enhanced,,HEL: 2.6;K-562: 4.2;SiHa: 2.1;T-47d: 4.4
62,GCG,"GLP1, GLP2, GRPP",ENSG00000115263,Glucagon,2,162142873-162152404,Predicted secreted proteins,Evidence at protein level,"CAB000040, HPA036760, HPA036761",Enhanced,,Supported,Endoplasmic reticulum<br>Vesicles,,Tissue enriched,Tissue enhanced,,pancreas: 346.3;rectum: 137.2;small intestine: 123.9,colon: 69.4,Group enriched,7.0,EFO-21: 100.6;U-2 OS: 158.1
63,GCNT3,"C2/4GnT, C2GnT-M, C2GnT2",ENSG00000140297,"Glucosaminyl (N-acetyl) transferase 3, mucin type",15,59594875-59640239,"Enzymes, Predicted membrane proteins",Evidence at protein level,HPA011154,Enhanced,,Approved,Golgi apparatus<br>Vesicles,"Liver cancer:6.49e-5 (unfavourable), Endometrial cancer:1.78e-4 (favourable)",Tissue enhanced,Tissue enhanced,,colon: 142.2;gallbladder: 118.0;rectum: 134.6;small intestine: 138.4,duodenum: 97.7,Cell line enriched,6.0,A549: 133.3
64,GDA,,ENSG00000119125,Guanine deaminase,9,72114595-72257193,"Enzymes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"HPA019352, HPA024099, HPA030387",Enhanced,,Approved,Nucleus,Renal cancer:2.66e-5 (favourable),Mixed,Tissue enhanced,,cerebral cortex: 102.2;duodenum: 95.2;small intestine: 104.1,kidney: 43.6,Cell line enhanced,,A-431: 31.0;EFO-21: 125.3;HeLa: 32.0;hTCEpi: 45.2
65,GIMD1,,ENSG00000250298,GIMAP family P-loop NTPase domain containing 1,4,106357485-106368825,Predicted intracellular proteins,Evidence at transcript level,,,,,,,Not detected,Tissue enhanced,,duodenum: 28.6;small intestine: 18.0,gallbladder: 4.9,Not detected,,
66,GLOD5,,ENSG00000171433,Glyoxalase domain containing 5,X,48761750-48773648,Predicted intracellular proteins,Evidence at protein level,HPA010667,Uncertain,,Uncertain,Mitochondria,,Mixed,Tissue enhanced,,duodenum: 10.8;kidney: 11.0;small intestine: 10.7,epididymis: 6.8,Cell line enhanced,,MCF7: 1.6
67,GNAT3,"GDCA, gustducin",ENSG00000214415,G protein subunit alpha transducin 3,7,80458671-80512020,Predicted intracellular proteins,Evidence at protein level,,,,,,,Group enriched,Tissue enhanced,,duodenum: 1.9;small intestine: 1.4,testis: 0.5,Cell line enriched,8.0,SCLC-21H: 3.9
68,GNG13,"G(gamma)13, h2-35",ENSG00000127588,G protein subunit gamma 13,16,798041-800733,"Predicted intracellular proteins, RAS pathway related proteins",Evidence at protein level,HPA046272,Approved,,,,,Mixed,Tissue enhanced,,cerebral cortex: 2.5;duodenum: 1.4;small intestine: 1.4,colon: 0.7,Cell line enhanced,,CACO-2: 8.6;HEK93: 8.3;MCF7: 10.0
69,GOLT1A,"CGI-141, FLJ42654, GOT1, MGC62027, YMR292W",ENSG00000174567,Golgi transport 1A,1,204198160-204214092,Predicted membrane proteins,Evidence at protein level,,,,,,"Renal cancer:6.35e-5 (unfavourable), Urothelial cancer:1.51e-4 (favourable), Glioma:5.49e-4 (unfavourable)",Tissue enriched,Tissue enhanced,,duodenum: 40.3;liver: 79.1;small intestine: 42.3,parathyroid gland: 28.1,Cell line enhanced,,CACO-2: 12.3;CAPAN-2: 14.9;Hep G2: 14.6;MCF7: 27.7;RT4: 18.6;SK-BR-3: 17.2
70,GPR35,,ENSG00000178623,G protein-coupled receptor 35,2,240605431-240631259,"G-protein coupled receptors, Predicted membrane proteins, Transporters",Evidence at transcript level,,,,,,"Renal cancer:2.59e-5 (unfavourable), Lung cancer:5.86e-4 (unfavourable)",Tissue enhanced,Tissue enhanced,,duodenum: 41.4;small intestine: 42.3,colon: 18.4,Cell line enhanced,,CACO-2: 17.1;CAPAN-2: 45.0;HDLM-2: 16.3;Hep G2: 22.7;HMC-1: 27.8
71,GSDMB,"GSDML, PRO2521",ENSG00000073605,Gasdermin B,17,39904595-39919854,"Predicted intracellular proteins, Transporters",Evidence at protein level,"CAB013681, HPA023925, HPA052407",Enhanced,,,,"Renal cancer:5.13e-11 (unfavourable), Urothelial cancer:5.91e-9 (favourable), Cervical cancer:3.41e-5 (favourable)",Expressed in all,Tissue enhanced,,duodenum: 67.0;small intestine: 85.1,rectum: 62.6,Cell line enriched,7.0,SK-BR-3: 342.4
72,GUCA2B,,ENSG00000044012,Guanylate cyclase activator 2B,1,42153421-42155824,"Plasma proteins, Predicted secreted proteins",Evidence at protein level,,,,,,,Tissue enhanced,Tissue enhanced,,colon: 87.6;small intestine: 148.3,duodenum: 37.5,Group enriched,6.0,A549: 1.3;CACO-2: 3.2
73,HEPACAM2,FLJ38683,ENSG00000188175,HEPACAM family member 2,7,93188586-93226524,Predicted membrane proteins,Evidence at protein level,,,,,,Colorectal cancer:9.73e-5 (favourable),Mixed,Tissue enhanced,,colon: 64.3;rectum: 103.1;small intestine: 53.6,duodenum: 30.2,Cell line enriched,47.0,SCLC-21H: 202.2
74,HKDC1,"FLJ22761, FLJ37767",ENSG00000156510,Hexokinase domain containing 1,10,69220303-69267559,"Enzymes, Predicted intracellular proteins",Evidence at protein level,"HPA011956, HPA064198, HPA064230",Approved,,Enhanced,Mitochondria,,Mixed,Tissue enhanced,,duodenum: 53.1;small intestine: 52.3,thyroid gland: 15.2,Group enriched,6.0,A549: 35.7;CACO-2: 46.7;CAPAN-2: 96.8;EFO-21: 31.5;Hep G2: 22.5;RPTEC TERT1: 61.4
75,HNF1A,"HNF1, LFB1, MODY3, TCF1",ENSG00000135100,HNF1 homeobox A,12,120978543-121002512,"Cancer-related genes, Predicted intracellular proteins",Evidence at protein level,"CAB010430, HPA035231",Enhanced,,Supported,Nucleoplasm,,Mixed,Tissue enhanced,,duodenum: 15.5;kidney: 10.6;small intestine: 15.7,liver: 6.3,Group enriched,7.0,A549: 8.0;CACO-2: 24.3;Hep G2: 22.1
76,HRASLS2,FLJ20556,ENSG00000133328,HRAS like suppressor 2,11,63552770-63563383,Predicted membrane proteins,Evidence at protein level,HPA058997,Approved,,Approved,Mitochondria,"Pancreatic cancer:5.27e-5 (unfavourable), Cervical cancer:6.87e-4 (favourable)",Mixed,Tissue enhanced,,duodenum: 67.6;small intestine: 46.5,rectum: 14.4,Cell line enriched,7.0,U-266/70: 97.6
77,HTR4,5-HT4,ENSG00000164270,5-hydroxytryptamine receptor 4,5,148451032-148677235,"FDA approved drug targets, G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA040591,Approved,,,,,Not detected,Tissue enhanced,,duodenum: 4.8;small intestine: 10.0,rectum: 3.1,Not detected,,
78,ITLN1,"FLJ20022, hIntL, HL-1, ITLN, LFR",ENSG00000179914,Intelectin 1,1,160876539-160885170,"Plasma proteins, Predicted secreted proteins",Evidence at protein level,"CAB012652, HPA063275, HPA067326",Enhanced,,,,,Tissue enhanced,Tissue enhanced,,colon: 447.7;rectum: 1428.1;small intestine: 468.9,duodenum: 276.3,Cell line enhanced,,HEL: 2.3;HL-60: 1.5;U-937: 5.7
79,ITPKA,"IP3-3KA, IP3KA",ENSG00000137825,Inositol-trisphosphate 3-kinase A,15,41493393-41503551,"Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA040454,Enhanced,Approved,Approved,Vesicles,"Renal cancer:3.76e-9 (unfavourable), Glioma:5.08e-4 (unfavourable)",Mixed,Tissue enhanced,,cerebral cortex: 25.7;duodenum: 17.7;small intestine: 19.8,stomach: 8.9,Cell line enhanced,,Hep G2: 22.6
80,KCNH6,"erg2, HERG2, Kv11.2",ENSG00000173826,Potassium voltage-gated channel subfamily H member 6,17,63523334-63548977,"Predicted membrane proteins, Voltage-gated ion channels",Evidence at protein level,,,,,,,Tissue enhanced,Tissue enhanced,,kidney: 6.1;prostate: 5.4;small intestine: 5.5,duodenum: 2.2,Group enriched,6.0,SCLC-21H: 4.0;SH-SY5Y: 1.4
81,KCNK5,"K2p5.1, TASK-2",ENSG00000164626,Potassium two pore domain channel subfamily K member 5,6,39188973-39229450,"Predicted membrane proteins, Transporters, Voltage-gated ion channels",Evidence at protein level,HPA059148,Uncertain,,Approved,Nucleus,"Renal cancer:4.98e-7 (favourable), Cervical cancer:3.29e-4 (favourable), Urothelial cancer:4.45e-4 (favourable), Pancreatic cancer:5.85e-4 (unfavourable)",Mixed,Tissue enhanced,,small intestine: 39.3,gallbladder: 29.5,Cell line enhanced,,CACO-2: 28.9;HEL: 32.6;HMC-1: 28.2;K-562: 30.8
82,KRT20,"CK20, K20, MGC35423",ENSG00000171431,Keratin 20,17,40875941-40885227,"Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"CAB000032, HPA024309, HPA024684, HPA027236",Enhanced,,Supported,Cytosol,"Renal cancer:1.32e-4 (unfavourable), Liver cancer:7.05e-4 (unfavourable)",Group enriched,Tissue enhanced,,colon: 356.1;duodenum: 252.4;rectum: 295.3;small intestine: 499.6,stomach: 82.3,Cell line enhanced,,BEWO: 1.0;RT4: 2.3
83,KRT8,"CARD2, CK8, CYK8, K2C8, K8, KO",ENSG00000170421,Keratin 8,12,52897187-52949954,"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"CAB000131, CAB001696, HPA049866",Enhanced,,Supported,Intermediate filaments,Pancreatic cancer:1.51e-4 (unfavourable),Mixed,Tissue enhanced,,small intestine: 1475.5,duodenum: 1118.4,Cell line enhanced,,A549: 5518.3;BEWO: 3855.6;CACO-2: 6334.4;CAPAN-2: 4191.3;MCF7: 7987.2;SK-BR-3: 3839.1;T-47d: 4059.8
84,LBX2,,ENSG00000179528,Ladybird homeobox 2,2,74497517-74503316,"Predicted intracellular proteins, Transcription factors",Evidence at transcript level,HPA044257,Uncertain,,Approved,Nucleus<br>Midbody,,Mixed,Tissue enhanced,,duodenum: 5.3;small intestine: 5.3,stomach: 3.0,Cell line enhanced,,Hep G2: 14.9
85,LCN15,"PRO6093, UNQ2541",ENSG00000177984,Lipocalin 15,9,136759634-136766255,Predicted secreted proteins,Evidence at protein level,HPA060584,Enhanced,,,,,Tissue enriched,Tissue enhanced,,duodenum: 12.1;seminal vesicle: 5.0;small intestine: 4.0,colon: 2.8,Group enriched,14.0,Hep G2: 11.9;SCLC-21H: 3.0
86,LGALS2,HL14,ENSG00000100079,Galectin 2,22,37570246-37582616,Predicted intracellular proteins,Evidence at protein level,"HPA003536, CAB025198",Enhanced,,Approved,Nucleoplasm<br>Mitochondria,,Expressed in all,Tissue enhanced,,gallbladder: 537.1;small intestine: 225.0,kidney: 155.6,Group enriched,13.0,CACO-2: 92.0;Hep G2: 42.9
87,LGALS4,GAL4,ENSG00000171747,Galectin 4,19,38801671-38813364,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"CAB025653, HPA031184, HPA031185, HPA031186",Enhanced,,Uncertain,Plasma membrane,"Renal cancer:2.28e-4 (unfavourable), Urothelial cancer:3.21e-4 (favourable)",Group enriched,Tissue enhanced,,colon: 736.0;duodenum: 526.9;rectum: 640.3;small intestine: 493.5,gallbladder: 138.8,Cell line enhanced,,CACO-2: 1.0;RT4: 2.2;SH-SY5Y: 1.0
88,LRRC66,,ENSG00000188993,Leucine rich repeat containing 66,4,51993702-52017620,Predicted membrane proteins,Evidence at transcript level,"HPA014549, HPA027839",Uncertain,,,,,Mixed,Tissue enhanced,,duodenum: 22.5;small intestine: 20.5,rectum: 6.4,Cell line enhanced,,ASC TERT1: 1.0;CAPAN-2: 1.8
89,MARVELD3,MRVLDC3,ENSG00000140832,MARVEL domain containing 3,16,71626161-71642114,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",Evidence at protein level,"HPA043514, HPA045471",,,Approved,Vesicles<br>Intermediate filaments,Renal cancer:6.80e-10 (favourable),Mixed,Tissue enhanced,,small intestine: 37.1,duodenum: 31.5,Cell line enhanced,,BEWO: 29.9;CAPAN-2: 19.9;MCF7: 31.1;T-47d: 24.8
90,MGAM,MGA,ENSG00000257335,Maltase-glucoamylase,7,141907813-142106747,"Enzymes, FDA approved drug targets, Plasma proteins, Predicted membrane proteins",Evidence at protein level,HPA002270,Enhanced,,,,Renal cancer:6.16e-5 (favourable),Tissue enriched,Tissue enhanced,,duodenum: 59.4;small intestine: 97.2,epididymis: 31.1,Cell line enhanced,,A549: 1.6;BJ hTERT+: 1.3;HL-60: 2.2;U-937: 3.4
91,MINOS1-NBL1,,ENSG00000270136,MINOS1-NBL1 readthrough,1,19596979-19658056,Predicted secreted proteins,Evidence at transcript level,HPA007394,Uncertain,,,,,Not detected,Tissue enhanced,,duodenum: 16.2;small intestine: 17.2,adipose tissue: 13.7,Cell line enhanced,,A-431: 25.2;BJ: 49.3;EFO-21: 25.9;HDLM-2: 32.5
92,MME,"CALLA, CD10, NEP",ENSG00000196549,Membrane metalloendopeptidase,3,155024124-155183729,"Cancer-related genes, Candidate cardiovascular disease genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,"CAB000013, HPA052583, HPA056072",Enhanced,,,,,Mixed,Tissue enhanced,,duodenum: 428.2;kidney: 384.2;small intestine: 401.5,prostate: 162.5,Cell line enhanced,,ASC TERT1: 595.9;BJ hTERT+: 1084.7;HSkMC: 604.7
93,MNX1,"HB9, HLXB9, HOXHB9, SCRA1",ENSG00000130675,Motor neuron and pancreas homeobox 1,7,156994051-157010651,"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA071717,,,Approved,Nucleus<br>Nucleoli<br>Cytosol,,Mixed,Tissue enhanced,,duodenum: 7.3;small intestine: 6.7,colon: 3.7,Cell line enhanced,,AN3-CA: 16.0;EFO-21: 15.3;RPMI-8226: 25.9;SCLC-21H: 22.6
94,MS4A8,"CD20L5, MS4A4, MS4A8B",ENSG00000166959,Membrane spanning 4-domains A8,11,60699574-60715811,Predicted membrane proteins,Evidence at protein level,"HPA007318, HPA007319",Enhanced,,,,,Tissue enhanced,Tissue enhanced,,duodenum: 186.5;fallopian tube: 226.5;small intestine: 210.9,stomach: 49.1,Cell line enhanced,,SCLC-21H: 1.1
95,MT1H,MT1,ENSG00000205358,Metallothionein 1H,16,56669814-56671129,Predicted intracellular proteins,Evidence at protein level,,,,,,"Glioma:4.29e-7 (unfavourable), Renal cancer:5.44e-5 (unfavourable)",Tissue enhanced,Tissue enhanced,,kidney: 501.3;small intestine: 335.4;thyroid gland: 541.2,liver: 136.0,Cell line enhanced,,BEWO: 1.1;EFO-21: 3.4;SCLC-21H: 1.0
96,MUC3A,MUC3,ENSG00000169894,"Mucin 3A, cell surface associated",7,100949555-100968346,"Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,HPA010871,Uncertain,,,,,Tissue enhanced,Tissue enhanced,,duodenum: 41.6;gallbladder: 21.8;small intestine: 37.1,rectum: 13.1,Cell line enhanced,,CACO-2: 6.0;CAPAN-2: 2.1;U-2 OS: 1.4
97,MYO7B,,ENSG00000169994,Myosin VIIB,2,127535802-127637729,Predicted intracellular proteins,Evidence at protein level,HPA039131,Enhanced,,,,Renal cancer:1.25e-4 (favourable),Group enriched,Tissue enhanced,,duodenum: 113.9;small intestine: 92.1,colon: 35.2,Cell line enriched,17.0,MOLT-4: 228.8
98,NAGS,"AGAS, ARGA, NAT7",ENSG00000161653,N-acetylglutamate synthase,17,44004546-44009063,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA027300,,,Supported,Mitochondria,,Expressed in all,Tissue enhanced,,duodenum: 14.8;small intestine: 13.6,liver: 5.0,Cell line enhanced,,HHSteC: 4.0;TIME: 5.0;U-87 MG: 8.7
99,NAPRT,"NAPRT1, PP3856",ENSG00000147813,Nicotinate phosphoribosyltransferase,8,143574785-143578649,"Enzymes, Predicted intracellular proteins",Evidence at protein level,"HPA023739, HPA024017, CAB068206, CAB068207",Enhanced,,Approved,Nucleus<br>Golgi apparatus<br>Cytosol,Renal cancer:6.28e-4 (favourable),Expressed in all,Tissue enhanced,,duodenum: 21.4;small intestine: 20.7,bone marrow: 9.6,Cell line enhanced,,CAPAN-2: 33.3;SK-BR-3: 30.1
100,NEUROD1,"BETA2, BHF-1, bHLHa3, MODY6, NEUROD",ENSG00000162992,Neuronal differentiation 1,2,181673088-181680876,"Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA003278, CAB022450",Approved,,,,Glioma:6.83e-5 (favourable),Tissue enhanced,Tissue enhanced,,cerebral cortex: 5.9;duodenum: 6.0;small intestine: 4.4;stomach: 4.9,pancreas: 1.8,Cell line enriched,79.0,SCLC-21H: 331.4
101,NEUROG3,"Atoh5, bHLHa7, Math4B, ngn3",ENSG00000122859,Neurogenin 3,10,69571698-69573238,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA039785,Uncertain,,,,,Tissue enhanced,Tissue enhanced,,duodenum: 2.8;small intestine: 1.3,"colon,rectum: 0.4",Group enriched,19.0,HMC-1: 1.7;THP-1: 7.1
102,NKX2-3,"CSX3, NKX2.3, NKX2C, NKX4-3",ENSG00000119919,NK2 homeobox 3,10,99532933-99536524,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA047561,Uncertain,,Uncertain,Nucleoli<br>Cytosol,,Tissue enhanced,Tissue enhanced,,small intestine: 12.7;spleen: 29.6,duodenum: 11.5,Cell line enhanced,,NB-4: 1.1;REH: 2.0
103,NPC1L1,,ENSG00000015520,NPC1 like intracellular cholesterol transporter 1,7,44512535-44541315,"FDA approved drug targets, Predicted membrane proteins",Evidence at protein level,"CAB070127, CAB070128",Enhanced,,,,,Group enriched,Tissue enhanced,,duodenum: 57.1;small intestine: 57.9,liver: 14.2,Group enriched,7.0,CACO-2: 5.9;Hep G2: 12.2;SCLC-21H: 17.4
104,NR1H4,"FXR, HRR-1, HRR1, RIP14",ENSG00000012504,Nuclear receptor subfamily 1 group H member 4,12,100473708-100564413,"Disease related genes, FDA approved drug targets, Nuclear receptors, Predicted intracellular proteins, Transcription factors, Transporters",Evidence at protein level,HPA047699,,,Approved,Nucleoplasm,,Group enriched,Tissue enhanced,,liver: 66.6;small intestine: 44.4,kidney: 29.9,Group enriched,26.0,Hep G2: 20.2;HHSteC: 14.1;RPTEC TERT1: 34.8
105,OLFM4,"GC1, GW112, OlfD",ENSG00000102837,Olfactomedin 4,13,53028759-53052057,Predicted secreted proteins,Evidence at protein level,HPA077718,Enhanced,,,,Breast cancer:8.77e-4 (favourable),Group enriched,Tissue enhanced,,duodenum: 1193.9;rectum: 611.5;small intestine: 1437.8,colon: 445.0,Cell line enhanced,,BEWO: 5.1;BJ hTERT+: 15.0;HaCaT: 22.9
106,OMP,,ENSG00000254550,Olfactory marker protein,11,77102840-77103331,Predicted intracellular proteins,Evidence at transcript level,,,,,,,Mixed,Tissue enhanced,,duodenum: 2.7;small intestine: 2.8,rectum: 2.0,Not detected,,
107,OXT,"OT, OT-NPI, OXT-NPI",ENSG00000101405,Oxytocin/neurophysin I prepropeptide,20,3071620-3072517,"Plasma proteins, Predicted secreted proteins",Evidence at protein level,HPA071892,Supported,Supported,,,,Tissue enriched,Tissue enhanced,,liver: 2.1;small intestine: 1.1,duodenum: 1.1,Cell line enhanced,,CACO-2: 1.3;HMC-1: 1.0
108,PDZD3,"FLJ22756, IKEPP, PDZK2",ENSG00000172367,PDZ domain containing 3,11,119185457-119190223,Predicted intracellular proteins,Evidence at protein level,,,,,,,Tissue enhanced,Tissue enhanced,,duodenum: 17.3;kidney: 10.8;small intestine: 21.2,rectum: 6.7,Not detected,,
109,PDZD7,"bA108L7.8, DFNB57, FLJ23209, PDZK7",ENSG00000186862,PDZ domain containing 7,10,101007683-101031157,"Disease related genes, Predicted intracellular proteins",Evidence at protein level,,,,,,,Not detected,Tissue enhanced,,small intestine: 13.2,cerebral cortex: 8.9,Cell line enhanced,,SCLC-21H: 16.1;THP-1: 10.8
110,PDZK1,"NHERF3, PDZD1",ENSG00000174827,PDZ domain containing 1,1,145670852-145708148,Predicted intracellular proteins,Evidence at protein level,"HPA005755, HPA006155, CAB008971",Enhanced,,Approved,Nucleoplasm<br>Vesicles<br>Cytosol,Renal cancer:2.54e-7 (favourable),Group enriched,Tissue enhanced,,kidney: 561.5;small intestine: 127.1,duodenum: 69.0,Cell line enhanced,,CACO-2: 83.6;RPTEC TERT1: 168.6;T-47d: 547.9
111,PLA2G2A,"PLA2B, PLA2L",ENSG00000188257,Phospholipase A2 group IIA,1,19975431-19980416,"Enzymes, FDA approved drug targets, Predicted secreted proteins, RAS pathway related proteins",Evidence at protein level,HPA015236,Enhanced,,Uncertain,Nucleus<br>Nucleoli,Melanoma:1.49e-4 (favourable),Expressed in all,Tissue enhanced,,colon: 108.4;rectum: 177.5;small intestine: 233.7,duodenum: 85.7,Group enriched,11.0,Hep G2: 50.2;RT4: 53.3
112,PLEKHG6,"FLJ10665, MYOGEF",ENSG00000008323,Pleckstrin homology and RhoGEF domain containing G6,12,6310436-6328506,Predicted intracellular proteins,Evidence at protein level,"HPA041459, HPA058230",Uncertain,,Supported,Cell Junctions<br>Centrosome,,Mixed,Tissue enhanced,,small intestine: 47.7,duodenum: 36.5,Cell line enhanced,,BEWO: 147.7;CACO-2: 41.4;RT4: 42.4
113,PLS1,"I-plastin, Plastin-1",ENSG00000120756,Plastin 1,3,142596387-142713664,Predicted intracellular proteins,Evidence at protein level,HPA055744,Enhanced,,,,"Renal cancer:8.76e-6 (favourable), Pancreatic cancer:4.84e-4 (unfavourable)",Mixed,Tissue enhanced,,duodenum: 192.4;small intestine: 348.5,rectum: 152.0,Cell line enhanced,,BEWO: 108.3;RPTEC TERT1: 108.5
114,PRELID2,"FLJ38376, MGC21644",ENSG00000186314,PRELI domain containing 2,5,145471799-145835369,Predicted intracellular proteins,Evidence at transcript level,HPA042486,Uncertain,,Approved,Nucleoplasm,"Renal cancer:9.65e-6 (unfavourable), Pancreatic cancer:3.78e-4 (unfavourable)",Mixed,Tissue enhanced,,small intestine: 28.7,rectum: 19.2,Mixed,,
115,PRKG2,"cGKII, PRKGR2",ENSG00000138669,"Protein kinase, cGMP-dependent, type II",4,81087370-81215117,"Enzymes, Predicted intracellular proteins",Evidence at protein level,"HPA007386, CAB018739",Approved,,,,,Tissue enhanced,Tissue enhanced,,prostate: 15.3;small intestine: 14.4,duodenum: 9.7,Cell line enhanced,,HEL: 18.8;SCLC-21H: 7.3
116,PRODH,"HSPOX2, PIG6, PRODH1, PRODH2, TP53I6",ENSG00000100033,Proline dehydrogenase 1,22,18912777-18936553,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,HPA020361,Uncertain,,,,Cervical cancer:1.54e-4 (favourable),Tissue enhanced,Tissue enhanced,,small intestine: 25.2,duodenum: 5.7,Cell line enriched,6.0,RPTEC TERT1: 28.5
117,PRORY,CYorf17,ENSG00000183146,"Proline rich, Y-linked",Y,21382954-21386360,Predicted intracellular proteins,Evidence at transcript level,,,,,,,Not detected,Tissue enhanced,,small intestine: 1.8,"colon,rectum: 0.6",Cell line enhanced,,U-266/84: 2.4
118,PTGDR2,"CD294, CRTH2, DP2, GPR44",ENSG00000183134,Prostaglandin D2 receptor 2,11,60850940-60855971,"CD markers, G-protein coupled receptors, Predicted membrane proteins",Evidence at protein level,HPA014259,Uncertain,,,,,Mixed,Tissue enhanced,,small intestine: 7.1;stomach: 7.5,parathyroid gland: 5.0,Cell line enhanced,,HEL: 8.5;Hep G2: 3.2;HMC-1: 5.1;K-562: 3.6;NB-4: 8.7
119,PTPRH,SAP-1,ENSG00000080031,"Protein tyrosine phosphatase, receptor type H",19,55181248-55209506,"Enzymes, Predicted membrane proteins",Evidence at protein level,HPA042300,,,Approved,Mitochondria,,Mixed,Tissue enhanced,,duodenum: 68.9;small intestine: 77.0,gallbladder: 38.6,Cell line enhanced,,HHSteC: 10.1;K-562: 13.5;SK-MEL-30: 17.2
120,R3HDML,dJ881L22.3,ENSG00000101074,R3H domain containing like,20,44336986-44351235,Predicted secreted proteins,Evidence at protein level,HPA070264,Enhanced,,,,,Tissue enhanced,Tissue enhanced,,duodenum: 2.2;small intestine: 2.7,testis: 0.8,Not detected,,
121,RBBP8NL,"C20orf151, dJ908M14.3",ENSG00000130701,RBBP8 N-terminal like,20,62410237-62427533,Predicted intracellular proteins,Evidence at protein level,HPA042627,Uncertain,,,,Urothelial cancer:6.91e-4 (favourable),Mixed,Tissue enhanced,,small intestine: 5.2,duodenum: 4.5,Cell line enhanced,,BEWO: 17.9;CACO-2: 22.7;MCF7: 8.7;SK-BR-3: 9.3
122,REG1B,"PSPS2, REGH, REGI-BETA, REGL",ENSG00000172023,Regenerating family member 1 beta,2,79085030-79088019,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,"HPA045549, HPA045579",Supported,,,,,Tissue enhanced,Tissue enhanced,,duodenum: 734.2;small intestine: 435.2,pancreas: 181.6,Cell line enhanced,,EFO-21: 6.0;HDLM-2: 3.9;U-2 OS: 15.6;U-251 MG: 3.2
123,RNF186,FLJ20225,ENSG00000178828,Ring finger protein 186,1,19814029-19815278,Predicted membrane proteins,Evidence at protein level,"HPA034547, HPA035558",Enhanced,,,,,Tissue enhanced,Tissue enhanced,,duodenum: 132.4;epididymis: 82.2;small intestine: 46.5,kidney: 26.2,Cell line enhanced,,RPMI-8226: 1.2
124,RP11-20I23.3,,ENSG00000259784,,16,2513965-2527955,Predicted intracellular proteins,Evidence at transcript level,,,,,,,Not detected,Tissue enhanced,,bone marrow: 1.1;small intestine: 1.3,smooth muscle: 0.5,Cell line enhanced,,REH: 1.4
125,RP11-407N17.3,,ENSG00000258941,CTAGE family member 5 isoform 8 precursor ,14,39233902-39350423,Predicted membrane proteins,Evidence at protein level,"HPA000387, HPA000922, HPA054066, HPA055459",Uncertain,,Approved,Endoplasmic reticulum,,Not detected,Tissue enhanced,,duodenum: 23.9;liver: 22.8;parathyroid gland: 44.1;small intestine: 29.5,kidney: 19.0,Cell line enhanced,,CAPAN-2: 17.3;EFO-21: 5.5;Hep G2: 8.5;RPTEC TERT1: 7.0
